pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P00816,skin_rash,0.5155,high,"Aapka samasya bahut mushkil hai, main aapko ek sambhav vikalp batata hoon. Aapke symptoms fibromyalgia jaisi samasya ke liye kaarak ho sakte hain. Ismein body ke kai hisson mein gahre pain aur discomfort hota hai, jismein skin itching bhi shamil ho sakta hai. Ye ek chronic samasya hai, jismein koi bhi test ya report normal aane ke baad bhi symptoms jari rahe hain. Main aapko ek rheumatologist ya pain management specialist ke paas jana chahiye, jo aapke symptoms ko theek karne mein madad kar sakte hain.","Beta, maine suna hai aapke paas Bullous mastocytosis hai, jo ek severe skin condition hai. Aapke symptoms bahut match hain, jaise ki severe itching, espacially back me, jo rubbing aur bathing se badh jaata hai. Aapke skin me multiple tense vesicles aur bullae hain, aur aapka skin diffusely thickened aur erythematous hai, jisse orange peel appearance ho rahi hai. 

Main aapko ek dermatologist ki recommendation karta hoon, jo aapke symptoms aur physical examination ke liye visheshagya hai.",0.5,1.0,0.5,0.0,0.5,0.5
P00819,skin_irritation,0.5657,high,"अरे भाई, आपकी समस्या को देखकर लगता है कि यह कुछ एलर्जी या स्किन की समस्या हो सकती है। खुजली और लाल गांठें आमतौर पर एलर्जी के कारण होती हैं। आपके हाथों और छाती पर वायलेट रंग की खड़ी हो रही है यह भी एलर्जी का संकेत हो सकता है। मैं आपको डॉक्टर से मिलने की सलाह दूंगा ताकि वे आपकी समस्या का सही निदान कर सकें।","अरे भाई, मैं समझता हूँ कि आपको क्या हो रहा है। आपके पास Cutaneous Mycobacterium marinum का संक्रमण है, जो आपके हाथ और छाती पर दाने जैसे लक्षण पैदा करता है। यह संक्रमण 1.5 महीने से चल रहा है और आपके हाथ पर वायलेट रंग के खड़े हो रहे हैं, जो सुखने पर बैंगनी रंग में दिख रहे हैं।",0.25,0.25,0.0,0.0,0.0,0.0
P00821,foot_swelling,0.4174,medium,"Beta, maine suna hai ki aapko kuch jhadoo ke katne se bahut dikkat ho rahi hai. Aapke symptoms bahut hi vishisht hain, jaise ki laal welt, hives, sujan, dard aur chakkar. Yeh sab symptoms beeja ke reaction ke liye lagta hai. Kya aapko lagta hai ki aapko beeja ke reaction ke liye allergy hai?","Bhai, maine dekha hai ki tumhe bahut jyada dikkat ho rahi hai keede ke katne se. Tumhare paas machar, bichua, kali machar, cheete aur ghode machar hai. Tumhe ek normal bug welt hota hai, phir kuch ghante baad wo laal ho jata hai, hives ban jate hain, suj jate hain aur dard karte hain. 

Lekin, bhai, tumhare clinical signs bahut kharab hai. Tumhare blood pressure kam hai, respiratory rate badh gaya hai, pulse rate badh gaya hai, aur tumhare O2 Saturation kam hai. Yeh sab symptoms tumhare severe abdominal pain aur nausea ke saath ho raha hai. 

Maine dekha hai ki tumhare relatives ne bataya hai ki tumhare paas craving hai metal objects ke liye, lekin yeh koi problem nahi hoti thi. Lekin, bhai, tumhare symptoms bahut kharab hai aur tumhare condition ko dekhte hue, maine socha hai ki tumhare symptoms kisi allergic reaction ke saath ho raha hai.",0.0,0.5,1.0,0.5,0.5,0.5
P00824,skin_dryness,0.4677,medium,"Arre beta, maine suna hai ki aapki beti ko ek rare metabolic syndrome hai, jiska naam Eosinophilic Esophagitis (EE) ya Eosinophilic Gastrointestinal Disorder (EGID) ho sakta hai. Ismein animal proteins aur fats absorb nahi karne ki samasya hoti hai, aur phyto estrogens ke liye sensitivity bhi hoti hai. Aapki beti ke symptoms, jaise ki skin dryness, chote chote bumps, aur chronic infection type rash, is syndrome ke symptoms ho sakte hain.

Main aapko ek dermatologist ya gastroenterologist se milne ki salah deta hoon, jo is vartaman condition ko aur vishleshan kar sake aur upchar kiya sake. Cortizones ka istemal karne se bachne ke liye, aapko natural remedies aur otc creams ka istemal karne ki koshish karni hogi, jaise ki coconut oil, shea butter, aur aloe vera gel. Northern NJ NY metro area mein, aapko kuchh dermatologists ya gastroenterologists se milne ki koshish karni hogi jo is vartaman condition ko deal kar sakte hain.","Beti ji ka case bahut hi rare hai, Intravascular Large B-Cell Lymphoma (IVDLBCL) hai. Iska main symptoms rapidly progressive peripheral neuropathy, fever, fatigue, aur weight loss hai. Skin examination par multiple asymptomatic non-blanching, bruise-like grey-violaceous patches aur acquired ichthyosis hai. 

Kya aapko pata hai ki beti ji ka skin condition cortizone se darrna hai, lekin main aapko koi OTS cream ka sujhav nahi de sakta. Aapko koi dermatologist ya specialist doctor se sawal puchna chahiye.",0.0,1.0,1.0,0.0,1.0,1.0
P00825,skin_growth,0.6384,high,"Arre bhai, main samajh raha hoon. Lung cancer ke baad, aapke husband ko aspergillus infection ho sakti hai. Yeh ek fungal infection hai jo lung mein ho sakta hai. Aspergillus infection ke symptoms mein itching, skin growths, aur growths girne ki shikayatein shamil hain. 

Yeh sambhav hai ki aspergillus infection aapke husband ke lung cancer ke baad ho rahi ho, lekin iska koi sure shot evidence nahin hai. Main aapko ek specialist doctor ke paas bhejne ke liye kahaunga, jinhone lung cancer ke baad ke aspergillus infection ke cases dekhe honge.","Arre bhai, maine suna hai aapka husband ne lung cancer ka diagnosis hua tha. Lekin clinical evidence mein kuchh nahi hai jo aspergillus ke baare mein batata hai. Aapka husband ne CT scan karaya tha aur cancer gayab ho gaya tha. Ab aapki vartaman condition hai generalized morphea/localized scleroderma, jismein skin mein induration, erythema, blister formation, aur hyperpigmentation hai. Ye condition radiation therapy ke baad ho sakti hai. Main aspergillus ke baare mein kuchh nahin bata sakta.",0.4,1.0,0.6,0.0,0.6,0.6
P00835,skin_rash,0.4709,medium,"Arre bhai, aapka case bahut interesting hai. Maine dekha, aapko skin rashes ho gaye hain, pasina behne ka mazaak hai, aur spots par khujli ho rahi hai. Yeh symptoms skin infection ya allergy ke liye lagte hain. Main aapko ek dermatologist ke paas bhejne ki salah deta hoon, woh aapki skin ko dekhkar theek tarah se treatment karwa sakte hain.","Arre bhai, main dekh raha hoon. Aapke haathon ki kalai ke neeche skin par rashes ho gaye hain. Ye rashes kuch din pehle shuru hue honge aur ab chhote chhote patches lal ho rahe hain. 

Main aapko batana chahta hoon ki ye rashes H. capsulatum infection ke karan ho sakte hain. Ye infection skin par crusted keratotic plaque ya thin, irritated, erythematous aur crusted plaque ke roop mein dikh sakti hai. 

Aapko koi pehle trauma ya health status ka koi badlaav nahin diya gaya hai, lekin aapko thoda pasina behna aur spots par khujli hoti hai. Main aapko dermatologist se milne ke liye kahaunga.",0.3333333333333333,0.75,0.6666666666666666,0.25,0.4166666666666667,0.4166666666666666
P00836,edema,0.4839,medium,"Arre bhai, aapka wound treatment chal raha hai, lekin aapko thoda wara feel ho rahi hai. Compression machine ka istemal aap kar sakti hain, lekin lymph treatment ke saath ek saath istemal karne se pehle doctor se zaroor puchhein. Wound heal karne ke liye circulation increase karna bahut helpful ho sakta hai, isliye aapko compression machine ka istemal karne se pehle doctor se puchhna chahiye. Aapka white blood cell count thoda high hai, lekin fever nahi hai, isliye aapko koi bhi chinta nahi hai.","Arre beta, maine dekha hai ki aapke open wound ke liye amoxicillin aur gentamicin ka upyog kar rahe hain. Lekin aapke vartaman condition ke liye, main kuchh cheezein dekhne ke baad batata hoon. Aapke lymph treatment ke saath compression machine ka istemal karne se koi zaroorat nahi hai, lekin aapko ice packs ka upyog karne se zaroorat hai. Aapke white blood cell count 11.9 hai, jo normal range se kam hai, aur aapko fever nahi hai. Lekin aapke right leg thoda garam hai, jisse mujhe lagta hai ki aapko apne wound ke liye circulation badhane ke liye kuchh karna hoga.",0.0,0.0,1.0,1.0,0.0,0.0
P00842,foot_swelling,0.5092,high,"Arre bhai, aapka patient ka condition dekhte hain. Ye sujan, yaani rash, ho sakta hai antibiotic ke side effect ke kaaran. Amoxycillin clavulinic acid combination ka use karke, kuch logon ko rash hota hai. Iske alawa, ye sujan infection ke khatre ke kaaran bhi ho sakta hai. Ab aapko antibiotics ki dose badhane ki zaroorat hai ya change karne ki zaroorat hai, iske liye aapko doctor se baat karni chahiye.","Maine dekha ki aapki patient ko bilateral fifth toe polydactyly hai, jisse uske dono pairon mein dard aur chalna mushkil ho raha hai. Is condition ke karan uske dono pairon mein skin ulceration bhi ho gayi hai. Aapne use aceclofenac aur paracetamol combination di hai, sath hi amoxycillin clavulinic acid combination bhi di hai. 

Aapki patient ki sujan ka karan bilkul clear nahin hai, lekin main is baat ka anumaan lagata hoon ki yeh uske polydactyly ke karan ho sakta hai. Ismein skin ulceration aur chehre ki sujan ka sambandh ho sakta hai. Ab aapko uske pairon ke liye surgical treatment ki zaroorat hai, jisse uske dard aur chalna mushkil ho raha hai.",0.0,1.0,1.0,0.0,1.0,1.0
P00843,eye_inflammation,0.4249,medium,"Arre beta, tumhara dost ki situation bahut serious hai. C-section ke baad infection ho sakta hai, isliye uska dard aur sujaa normal nahi hai. Aapko uske liye doctor se zaroor sampark karna chahiye. Aapki aankh mein kuch hua hone ka koi connection nahi hai, lekin aapko bhi doctor se check-up karwana chahiye, kyunki aapko bhi teen c-section huye hain.","Bhai, tumhare dost ki c-section glue se bandh hui hai, lekin koi tape nahi hai, ismein koi cheez nahin hai jo iske symptoms se judi ho. Tumhare dost ki c-section ke baad infection ke liye koi cheez nahin hai jo evidence mein dikhai di gayi hai.",0.0,0.0,1.0,1.0,0.0,0.0
P00844,skin_rash,0.4238,medium,"Namaste Michael Collins ji, main aapki madad karne ke liye yahaan hoon. Aapki problem bahut mushkil lag rahi hai. Main aapko batana chahta hoon ki aapka samanana condition ek fungal infection jaise jock itch ya eczema ho sakta hai. Iske alawa, skin allergy ya contact dermatitis bhi ek sambhav karan ho sakta hai. Main aapko ek dermatologist ke paas le jana chahunga, woh aapki problem ko aur vishleshan karke aapko sahi treatment dengi.","Michael Collins ji, main aapki madad kar sakta hoon. Lekin, aapke symptoms aur mera jawab ek dusre se alag hain. Aapke symptoms ka connection aapke purane case ke symptoms se nahi hai. Aapke purane case mein S. aureus se infective endocarditis, lung abscesses aur cellulitis the. Aapke aaj ke symptoms, jaise itching, dry aur flakey skin, aur dard, aapke purane case ke symptoms se judne ke liye koi evidence nahi hai. Main aapko kuch bhi confirm nahi kar sakta.",0.4,0.6666666666666666,0.6,0.3333333333333333,0.2666666666666666,0.2666666666666666
P00845,edema,0.6107,high,"Bhai, swine flu (H1N1) ek viral infection hai, aur yeh direct taur par heart failure ya cardiomyopathy ko trigger nahin kar sakta hai. Lekin, swine flu ki wajah se jukam, thakaan, aur darr ke kaaran heart rate aur blood pressure badh sakta hai, jisse heart ko zyada kuchh karna pad sakta hai. Isse kuchh logon mein heart failure ka rishta ho sakta hai, lekin yeh ek direct connection nahin hai. Ab aapka pump function normal ho gaya hai, to aapke doctor se baat karein aur unka vishwas karein.","Bhai, main kuchh nahi dekh sakta. Clinical evidence mein swine flu ke baare mein kuchh nahi diya gaya hai. Aapke symptoms aur swine flu ke beech koi connection nahi hai. Aapke vartaman condition mein thoracoabdominal Crawford type 2 aortic aneurysm hai, jiska treatment karna zaroori hai.",0.0,0.25,1.0,0.0,0.25,1.0
P00847,lip_swelling,0.5713,high,"Bhai, aapka case bahut interesting hai. Aapka staph infection right side face par control mein hai, lekin left eye ke niche swelling hai. Yeh possible hai ki infection left eye ke pichhe se aaya ho, jisse swelling ho raha hai. Aur yeh bhi possible hai ki infection ke karan blood stream mein ja kar left eye ke niche swelling ho raha hai. Hum zaroori investigation karne ki zaroorat hai, kya aapko koi aur symptoms hain?","Arre bhai, maine dekha hai ki aapke paas right side ke facial palsy ka case hai, aur aapko 5 antibiotics try kiye gaye the. Lekin aapke symptoms abhi bhi continue hain, aur left eye ke niche swelling bhi ho gaya hai. Main kuchh predict nahin kar sakta, lekin yeh possible hai ki aapke symptoms kuchh aur serious condition se judte hain, jaise ki stroke ya tumor. Humko zaroorat hai ki aapko adhik investigation kiya jaaye, jaise ki MRI ya CT scan.",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
P00850,edema,0.4705,medium,"Arre bhai, aapko thoda tension mat lena. Ye dil ki bimari ka karan hain, lekin yah koi badi cheez nahi hai. Ye condition ko Deep Vein Thrombosis (DVT) kaha jata hai, jismein blood vessels mein blood ki flow mein rukavat hoti hai. Aapko doctor ne stocking pehne ke liye kaha hai, jo aapko blood ki flow ko normal karne mein madad karega. Aapko apne doctor se baat karein aur unse ilaaj ki jaankari lein.","Beta, main aapko kuchh batata hun. Aapke symptoms, jaise abdominal pain, nausea, pallor, hiccup, aur inability to walk, bahut serious hain. Yeh symptoms 3 hours ke andar badh rahe the, aur aapke vital signs bhi bahut kam hain, jaise ki blood pressure 85 mmHg, pulse rate 140/minute, aur O2 Saturation 85% pehlu. 

Main aapko kuchh confirm nahi kar sakta ki yeh dil ki bimari ki wajah se hai, kyunki clinical evidence mein yeh nahi diya gaya hai. Lekin aapke symptoms aur clinical signs bahut serious hain, aur aapke resuscitation interventions bhi unsuccessful hue the.",0.25,1.0,0.0,0.0,0.75,0.0
P00852,skin_rash,0.4676,medium,"Arre beta, main aapko samajhne ki koshish karta hoon. Aapke symptoms ke liye kai possible causes ho sakte hain. Ye infection vulvar dermatitis ya vulvovaginitis ho sakta hai. Ye skin ke infections hain jo vulvar area mein hota hai.

Aapke physical contact ke baare mein batane ka koi problem nahi hai, lekin aapko yeh jaanna chahiye ki yeh infection se related ho sakta hai ya nahi. Aapke masturbation ke baare mein bhi koi problem nahi hai, lekin yeh infection se related ho sakta hai.

Aapke symptoms ke liye kuch possible causes hain: 

- Ye infection se related ho sakta hai.
- Ye skin ke allergies se related ho sakta hai.
- Ye hormonal imbalance se related ho sakta hai.
- Ye bacterial or fungal infection se related ho sakta hai.

Aapko apne doctor se baat karni chahiye aur unhe apne symptoms aur activities ke baare mein batana chahiye. Vah aapko behtar treatment aur advice de sakte hain.","Bilkul, main aapko batata hoon. Aapke case mein polyarteritis nodosa (cPAN) ka diagnosis kiya gaya hai, jo ek vasculitis hai. Aapke symptoms cutaneous skin lesions, nodular aur tender skin lesions, maculopapular lesions, locally warm skin lesions, aur necrotic skin lesions hain. 

Aapke vulvar skin par infection ho gaya hai, jo aapke gynae ne dekha hai aur ointments aur capsules se treatment kiya hai. Lekin main aapko batata hoon ki aapke case mein koi sexual activity ya masturbation se sambandhit koi problem nahi hai, kyunki aapke lab test aur physical examination mein koi abnormality nahi payi gayi hai. 

Aapke infection ke possible causes hain: 

- Ye infection aapke polyarteritis nodosa ke karan ho sakta hai, kyunki aapke skin lesions aur infection dono hi aapke trunk, extremities, face, aur right eyelid par maujood hain. 
- Ye infection aapke skin tissue samples mein panniculitis aur necrotizing medium vessel vasculitis ke karan ho sakta hai, jo polyarteritis nodosa ke lakshanon mein shamil hain. 

Lekin main aapko batata",0.5,1.0,0.5,0.0,0.5,0.5
P00855,itchy_eyelid,0.5139,high,"Arre bhai, aapka eyelid sujan ek bahut common problem hai. Ye Trigeminal Neuralgia ya Bell's Palsy ke symptoms jaisa lagta hai, lekin aapko koi aur cheez bhi ho sakti hai. Aapke symptoms ke hisaab se lagta hai ki aapko trigeminal neuralgia ho sakta hai, jismein facial nerve par pressure padta hai. Aapko doctor se milkar test karwane ki zaroorat hai.","Bhai, aapka left lower eyelid ka sujan ek bahut hi vishisht cheez hai. Kya aapko pata hai ki aapko neurofibromatosis hai, jiska plexiform neurofibromatosis ka ek prakaar hai. Iska matlab hai ki aapke shareer mein kuchh vishisht neurofibroma hain jo aapke left lower eyelid aur mouth ke upar corners mein ho sakte hain. Ye sujan aapke neurofibroma ke karan ho sakta hai, lekin humein iske liye aur test aur examination ki zaroorat hai.",1.0,0.25,0.0,0.0,-0.75,0.0
