item_id,patient_question,answer_text,extractor_concepts,wrong_concepts,missed_concepts,appropriateness,_hidden_arm,_hidden_pair_id,_hidden_tertile
A102,Mujhe pityriasis rosea ka diagnosis ho gaya hai. Mujhe 2 hafte se poore jism par ek horrible rash hai. Skin bahut dry hai aur mujhe haal hi mein apni skin se ek distinct odor ka pata chala hai. Kya ye odor common hai aur is odor se kaise chutkara pa sakta hoon. Mujhe pata hai ki mujhe bas rashes ka intezaar karna hai.,"Aapko kya lagta hai, aapko Pityriasis Rubra Pilaris (PRP) ka diagnosis mila tha, lekin phir se PPK (Palmoplantar Keratoderma) ka diagnosis mila. PPK ka koi jodidar lakshan nahi hai, lekin aapke case mein ek distinct odor ka pata chala hai. 

Is odor ka koi specific jodidar lakshan nahi hai, lekin aapke liver enzyme levels ke elevation ke baad PBC (Primary Biliary Cholangitis) ka diagnosis mila. PBC se related koi odor ka jodidar lakshan nahi hai. 

Aapko phototherapy ke saath saath bexarotene 1% gel ka upyog karna tha, lekin aapne isko chhod diya. Aap ab phototherapy hi kar rahe hain.",(none),,,,grounded,P01997,medium
A103,"Mujhe il ho rahi hai pichle 2 saalon se. Cea 12.69 hai aur sab check sahi hai. Mera blood work off hai, red blood cells kam hai, mcv off hai. Liver reading badhne lag gayi hai. Meri neck par ek red scaley rash aati hai aur jati hai. Bhot weight lose kia hai, raat ko pasina aata hai, pure body mein khujli hoti hai aur glands neck mein bhot swollen hote rehte hain. Kripya dekhein something happened on neck. Thoda madat chahiye.","Arre beta, maine dekha hai ki aapke paas pichle 2 saalon se il ho rahi hai. Aapki chehre ki scaley rash aur neck par swollen glands kaafi bada issue hai. Aapke blood work mein red blood cells kam hai aur liver reading badhne lag gayi hai. Iska matlab hai ki aapko bone marrow failure ho sakta hai. 

Maine dekha hai ki aapke paas Graves' disease hai aur aapko MMI therapy di gayi thi, lekin uske baad aapko severe AA ho gaya hai. Iska matlab hai ki aapko bone marrow ko thoda time chahiye. Aapko transfusions of erythrocytes ki zaroorat hai aur aapko imipenem/cilastatin aur G-CSF diya jata hai. 

Main aapko kuchh madad kar sakta hoon, lekin aapko doctor se baat karne ki zaroorat hai.","erythema, rash, swelling",,,,grounded,P00912,low
A104,"Mujhe is weekend kuch had tak bhayankar hives huye aur honton, kaan aur aankh ke palkon ka sujana bhi hui, Dr ke paas gaya toh meri blood pressure 155/102 tha, unhone mujhe Metropolol lene ko kaha hai. Mujhe pehle bhi high blood pressure hai par sabse jyada kabhi 144/92 raha hai, lekin jab main sahi tarah se khana khane aur thoda vyayam karne pe dhyan deta hoon, toh yeh 120/81 tak aata hai. Kya ab mujhe abhi Metropolol lena chahiye ya fir wapas se healthy khana khane aur vyayam karne pe dhyan dekar apne aap ko line me laun. Metropolol ke bare me padha hai aur uske side effects mujhe high blood pressure se bhi jyada chintit kar rahe hain. Thanks.","Arre bhai, tumhara blood pressure 155/102 tha, lekin yeh kya hai? Tumhara high blood pressure pehle se hi tha, aur tumhara doctor ne tumhe Metropolol lene ko kaha hai. Lekin tumhara case kya hai? Tumhara lab report kya de raha hai? Kuchh nahi pata, tumhara report mein kuchh bhi nahi hai jo is baat ka koi jikr karta hai. Main kuchh nahi bata sakta.",(none),,,,grounded,P01926,medium
A105,"Mere 24 saal ke bete ke eyebrow ke neech ek ganth hai. Kripya dekhein patient ke aankhon ke image ko neeche. Ye 6 mahine se hai aur koi badlav nahi hua hai. Raat ko isne andar se fatne ka prateet hona shuru kiya aur uski chehre ki taraf sujan hai lekin ganth choti ho gayi hai. Kya hume chinta karne ki jarurat hai? Dard, laalima ya bukhar nahi hai. Dhanyavaad.","Arre bhai, aapki chinta sahi hai. Ye ganth ya choti aapke bete ke eyebrow ke neeche aane ke kai karan ho sakte hain. Ek sambhavit karan yeh hai ki yeh ek sebacceous cyst hai, jo ek aam tareeke se hote hain aur aamtaur par koi dard ya laalima nahi karte hain. Hum iske liye ek doctor se milne ka faisla karenge.",(none),,,,zero_shot,P01435,high
A106,"Meri beti ko ek rash hai jo theek nahi ho raha hai. Hydrocortisone cream help nahi karti. Pehle humne socha ki ye soap se contact dermatitis hai, lekin uska koi bhi karan nahi hai. Uski image attached","Aapki beti ki rash ke liye pehle to aapko doctor ki salah leni chahiye, unhone kuchh karan socha hoga ki Pancreatic Cancer ke liye blood test karwaya jaye. Lekin aapko tension lena chahiye ya nahi, ye doctor ke baad hi pata chalega. Rash aur Pancreatic Cancer ke beech mein koi direct connection nahi hai, lekin kuchh cases mein cancer ke symptoms mein skin problems bhi ho sakte hain. Aapko apne doctor se poora discussion karna chahiye aur unke instructions follow karna chahiye.","malignancy, rash",,,,zero_shot,P01973,medium
A107,Mere left diaphragm par ande ke size ka ek gaanth hai. Tech jo xray kiya tha usne kaha ki ye gaanth mere dil aur phuphse ke beech mein hai. Iske aas paas aur neeche dard aur jalan hai. Ab mujhe apne left side ya pet par sona nahi hota. Mujhe apne gardan aur collar bone mein kuch lymph node sujan bhi hai.Doctor please patient ki image neeche dekhiye jisme mere gardan mein kuch issue aata hai jo aata jaata rehta hai.,"Bhai, aapke symptoms bahut hi ghatiya hain. Aapke left diaphragm par ek gaanth hai, aur aas paas dard aur jalan hai. Ye symptoms cancer ke liye kuch indicator ho sakte hain, khaskar yadi aapke lymph nodes mein bhi sujan hai. Main aapko ek specialist, jaise ki thoracic surgeon ya oncologist ke paas bhejne ki salah dunga.","lymphadenopathy, malignancy",,,,zero_shot,P01559,medium
A108,"Mere andar ke jaangho ko lagbhag 3 hafto pehle shave kiya tha aur tab se mujhe ye bahut bura rash hai jo dardnaak hai aur mere skin sujan aur sukhi hai wahan par aur meri jhaanghen is fluid ko leak karti rahti hain, maine A&D ointment laga rakhi hai. Mujhe kuch samajh nahi aa raha hai aur main doctor ke paas jaana nahi chahti. Isse kaise theek karun? Mujhe lagta hai ki mere psoriasis bhi hai....Uski image neeche attach ki gayi hai.","Bilkul samajhne ki koshish karungi. Aapke rash aur jhaanghon ki sujan aur sukhi se lagta hai ki aapko razor burn ho sakta hai. Ismein dard aur fluid leak hua hai, jo aam razor burn ke symptoms hain. Aap A&D ointment lagane ke alawa, aapko ice pack lagane aur jhaanghon ko thoda thoda dhokar saaf karne ki koshish karna chahiye.",rash,,,,zero_shot,P01907,high
A109,Mere skin aur baal bahut dry ho gaye hain. Kisi ne mujhe Evion 400 capsules orally daily leneki salah di hai. Kya aap suggest kar sakte hain ki main ye capsules le sakti hoon. Kya ye dryness se chutkara dilane me madad karenge. Koi side effects hain kya. Uski image neeche attach ki gayi hai.,"Arre beta, Evion 400 capsules Vitamin E ke liye hain. Ye capsules skin aur baal ko healthy rakhne mein madad karte hain. Lekin, dryness se chutkara dilane ke liye, aapko pani aur moisturizer ka bhi upyog karna hoga. Vitamin E ka upyog karke aapko side effects to nahi honge, lekin yeh aapko bleeding ke chances ko badhava de sakta hai.",(none),,,,zero_shot,P02782,low
A110,"Mere bachhe ko skin discoloration aur red itchy patches face se neck tak ke liye bahut samay se doctors ke paas jaana pad raha hai. Kuch samay ke liye sab kuch chala gaya tha, sirf chehre par botchy spots bach gaye (wo medium skin color ke hain isliye patches bahut noticeable hain). Kal, uske face aur neck par hives jaisi rash ho gayi hai saath hi itching bhi hai. 
Kripya dekhiye is vartaman condition ko. Koi sujhav dijiye. Humko lag raha hai ki hum kaiser ke saath kuch bhi paa nahi rahe hain.","Bachche ki condition bahut chinta dene wali hai. Aapko lagta hai ki woh kuch samay se skin problems ke saath jude hue hain. Hives jaisi rash aur itching bahut common symptoms hain, lekin humein yeh bhi dhyan dena hoga ki woh skin discoloration aur botchy spots bhi hain. Main aapko suggest karta hoon ki aapko dermatologist se milna chahiye, woh aapke bachche ki condition ko check karke aapko proper treatment suggest kar sakte hain.","pruritus, rash",,,,zero_shot,P00160,medium
A111,"Namaste, pichle ek hafte se mere right thumb ke neeche ek chota sa ganth hai, jab main apna thumb apne gaal par rakhti hoon to wo dusre thumb se zyada garam lagta hai. Main right handed hoon, isliye jab ye mera right haath par hota hai to kuch pakadna ya knife se kaatna etc. mushkil ho jata hai. Doctor, uski image attach ki gayi hai niche. Mujhe bas ye pata karna tha ki ye kya ho sakta hai, ganth to badi nahi hai lekin bahut dard hota hai, lekin aap use dekhne se kuch nahi dikhta hai, bas touch karna padta hai jo bahut dard karta hai.","Namaste beta, maine dekha hai ki aapke right thumb ke neeche ek chota sa ganth hai. Yeh sambhav hai ki yeh De Quervain tenonitis ho, jo ek common condition hai jismein ganth aur ganth ki dhaari mein dard hota hai. Iska karan aapke right hand ko zyada upyog karna ho sakta hai, jaise ki aapka right hand aapke kaam ka hai. Main aapko doctor se milne ke liye kahaunga, woh aapko adhik vishleshan karne ke liye kuch test kar sakte hain.",(none),,,,zero_shot,P01520,medium
A112,Mujhe lagbhag ek saal se upper body par ek ajeeb sa rash ho raha hai. Ye rash exercise ya garmi se badh jaata hai aur shower karne ke baad bhi. Lekin kabhi kabhi kam ho jaata hai lekin kabhi bhi bilku,"Aapko ek saal se upper body par rash ho raha hai, jo exercise, garmi, aur shower ke baad badh jaata hai. Aapne cortisone cream try ki hai lekin usse koi faayda nahi hua, aur blood work bhi normal aaya hai. Raat ko aapki skin garam, sukhi, aur bechain lagti hai, ye ek dry skin ya eczema ki samasya ho sakti hai. Aapne Gluten khaana band kar diya tha lekin koi faayda nahi hua, ab aap Allergist se milne ka intezaar kar rahe hain, unse milne ke baad hi sahi diagnosis aur treatment pata chalega.","dermatitis, rash",,,,zero_shot,P02011,high
A113,"Hi, Haal hi mein maine apne index aur middle fingers par ek daane dekha hai. Mujhe lagta hai ki ye pehli baar tab dikha jab maine apni girlfriend ke saath inteecourse kiya (lekin tab tak un hi baarun mein se pehli baar nahi, jab usne birth control start kiya tha). Ismein better ho gaya tha jab hum summer mein kuch hafton ke liye alag the, lekin jab hum phir mil gaye toh ye aur bhi bura ho gaya. Daane dry aur scale-y skin jaise dikhte hain. Ye khujli nahi karti hai, lekin jab skin crack hoti hai tab dard hota hai. Iska image neeche attach kiya hua hai.","Bhai, maine dekha hai ki tumhare paas ek skin problem hai, jiska naam nahi pata chala hai. Lekin maine dekha hai ki tumhare paas ek TGM5 gene ka mutation hai, jo skin peeling ka karan hai. Iska matlab hai ki tumhare paas ek genetic disorder hai, jiska naam nahi pata chala hai. Ismein heat aur humidity ka effect hota hai, lekin mechanical trauma ka effect nahi hota hai. Main aapko kahaunga ki aapko heat aur humidity se bachne ke liye shoes mein breathable material ka upyog karna chahiye aur topical emollient ka upyog karna chahiye.",(none),,,,grounded,P02023,medium
A114," Namaste doctor, ek hafta ya usse zyada se main so nahi pa rahi hoon. Jab main so rahi hoti hoon, tab khud ko jaga leti hoon. Lagta hai jaise koi apnoea event ho raha hai lekin mujhe ye pata nahi hai ki ye related hai yahi koi badi samasya hai. Iss hafte main doctor ke paas ja rahi hoon lekin online opinion lena chahti hoon, especially apne tonsils ke normal ya abnormal hone ke sambandh mein. Mujhe koi tonsil pain nahi ho raha hai lekin woh area normal se thoda jyada swollen ya constricted lag raha hai. Uski image below attached hai.","Namaste beti, main aapki chinta ko door karne ke liye yahaan hoon. Aapki baat sunke lagta hai ki aapko sleep apnea ke kuch symptoms dekhne mein aaye ho, jaise ki aapko so raha ho aur khud ko jaga leti ho. Tonsils ke swollen hone ya constricted hone se bhi sleep apnea ka sambandh ho sakta hai. Main aapko ek doctor ke paas jaane ke liye kahaunga, lekin aapko kuch home remedies try karne se shuru kar sakte hain, jaise ki aapko apne head ki position mein so rahiye aur aapko apne weight ko kam karne ki koshish karein.",swelling,,,,zero_shot,P02678,low
A115,"Hi, maine abhi notice kiya hai ki meri beti ke left hand side me ek ganth hai - Doctor Please look at the image of patient kuch issue hai mere gale me below woh ganth lagti hai aur use ek taraf se double chin lagti hai. Maine use chua hai aur woh dabri jaati hai. Use chune par woh uncomfortable lagti hai par kehti hai ki dard nahi hota. Uski umr 28 mahine hai aur uske kandhe ke niche uske bazu me lymphagoma hai.","Bachchi ki umr 28 mahine hai, to iske liye kuch chintit baatein hain. Ganth lagne ke saath double chin aur lymphagoma kandhe ke niche kuch problem ka sign ho sakte hain. Main aapko kuch test karne aur doctor se baat karne ki salah dunga, jaise ki chest X-ray aur doctor se baat karke hum iske liye kuch nirdharan karenge.",(none),,,,zero_shot,P01364,low
A116,"Hello doctor,Mujhe ear ke piche aur andar kuch daane hain.Kripya doctor dekhein is vartaman condition ko below.Meine sab kuch try kiya hai lekin abhi bhi one and a half mahine se waha hai. Mein ise ignore kar raha tha kyunki jaldi thik hojata hai lekin poora gayab nahi hota, aur abhi toh sabse bura situation hai. Yeh kaafi khujli karta hai aur raat mein aur bhi jyada hoti hai. Kabhi kabhi mujhe apne kaan ke andar bhi khujli mehsus hoti hai.Meine ek Otolaryngologist ke paas gaya tha, aur unhone mujhe Clotrimazole use karne ko bola, lekin yeh kaam nahi kiya aur aur jyada bura ho gaya. Dusra doctor ne kaha ki yeh herpes jaisa lag raha hai kyunki kabhi kabhi jab yeh bura hota hai, toh kaan mein chote chote laal dane dikhte hai. Meine Acyclovir liya tha aur shuru mein thik lag raha tha, lekin abhi tak behtar nahi hua hai. Mein abhi tak kisi skin specialist se nahi mila.","Bhai, main sun raha hoon. Aapke symptoms bahut hi ghatiya hain. Ear ke piche aur andar daane hone ke sath, aapko khujli ka bhi anubhav ho raha hai. Yeh herpes jaisa lag raha hai, lekin Clotrimazole aur Acyclovir ka upyog karne ke baad bhi thik nahi hua hai. Main aapko ek dermatologist ya skin specialist ke paas jana chahunga, jinhone herpes aur ear ke problems ke liye special training liya hoga.",viral,,,,zero_shot,P02874,high
A117,Mere skin aur baal bahut dry ho gaye hain. Kisi ne mujhe Evion 400 capsules orally daily leneki salah di hai. Kya aap suggest kar sakte hain ki main ye capsules le sakti hoon. Kya ye dryness se chutkara dilane me madad karenge. Koi side effects hain kya. Uski image neeche attach ki gayi hai.,"Didi, aapki problem ke liye Evion 400 capsules ka use karna shuru karna chahta hoon? Evion 400 capsules mein Vitamin E ka upyog hota hai, jo skin aur baal ke swasthya ke liye faydemand hai. Lekin, aapki problem dryness hai, toh Evion 400 capsules ke fayde ismein nahin pade hain. Evion 400 capsules ke koi specific evidence dryness ke liye uplabdh nahin hai. Main aapko Evion 400 capsules ka use karne ke liye koi suggestion nahin kar sakta.",(none),,,,grounded,P02782,low
A118,"Mujhe is mahine ke pehle hi doctor ne bataya tha ki mujhe khoon ki kami hai aur abhi kuch dinon se maine notice kiya hai ki meri skin chote-chote dane ban gaye hain aur mere poore sharir par ho gaye hain. Please doctor, dekhiye is vartaman condition ko. Wo dry aur itchy patches hai jo ki raised skin hai aur vo moisturize karne par bhi gayab nahi hote hain. Kya mera skin problem meri khoon ki kami ki wajah se ho sakta hai?","Bhai, aapke symptoms bahut hain. Ye dry aur itchy patches skin ke kai problems ke liye ho sakte hain, jaise ki eczema ya dermatitis. Lekin khoon ki kami ke karan bhi skin problems ho sakte hain, jaise ki anemia ke karan skin dry aur itchy ho sakta hai. Hum aapko ek dermatologist se milne ki zaroorat hogi, jo aapke symptoms ko aur vishleshan kar sakta hai.","dermatitis, pruritus",,,,zero_shot,P00861,medium
A119,"Namaste Doctor, meri 19 mahine ki beti aj subah ek tarah ka honth sujha hua hokar uthi hai, sujan gaal par aur ek taraf ke lower lip par dikhai deti hai. Kripya doctor is vartaman condition ko dekhein. Woh dard me nahi lag rahi hai, lekin woh apne normal hyper self hai. Kya mujhe panic karne ka koi reason hai?","Bilkul, beta. Dekhne mein aapki beti ki condition mucocele jaisi lag rahi hai. Ye ek painless swelling hai jo aam taur par trauma ke karan hota hai. Is case mein bhi aapki beti ne apne hathon se trauma ka hissa diya hai. Ye aisa lagta hai ki iska koi serious reason nahin hai. Aapki beti ki hematological examination normal hai, isliye aapko panic nahin karna chahiye.",swelling,,,,grounded,P00272,high
A120,"Mujhe lagbhag ek mahine pehle concrete par gir gaya tha aur apni ghutne ko bahut zor se chot lagi thi. Thodi der tak dard hua tha aur thoda sa suj gaya tha.Please doctor dekhiye is image ko, sujan fir kam ho gayi thi lekin yeh kuch last days se fir se dard kar raha hai aur ab wahin jagah par ek ganth hai jahan maine chot lagayi thi. Iska matlab kya hai aur iska ilaj kaise karna chahiye?.","Arre bhai, tumhare symptoms bahut interesting hain. Ek mahine pehle concrete par girne se tumhare ghutne mein chot aayi ho sakti hai, aur yeh chot aaj bhi dard kar rahi ho. Iska matlab yeh ho sakta hai ki tumhare ghutne mein ek fracture ho sakti hai, jisse dard ho raha ho. Hum iske liye X-ray karvaenge aur doctor ko dekhne ke baad hi sahi ilaj kiya ja sakta hai.",fracture,,,,zero_shot,P01560,high
